"Code","Site","Rugosity","Planar","value","Transect","Urchin","Micro","PF","Depth","year","genus","Taxon","morphology","class","kg_m2_yr"
"POA","Cheeca Rocks",1.41,10.3,7.462686567,1,0,0.33,1.107,"shallow",2022,"Porites","Porites astreoides","submassive","HC",7.194
"POA","Cheeca Rocks",1.68,9.1,8.955223881,6,0,0.404,1.107,"shallow",2022,"Porites","Porites astreoides","submassive","HC",7.194
"POA","Cheeca Rocks",1.69,9,8.955223881,4,0.00045,0.366,1.107,"shallow",2022,"Porites","Porites astreoides","submassive","HC",7.194
"POP","Cheeca Rocks",1.41,10.3,31.34328358,1,0,0.33,1.107,"shallow",2022,"Porites","Porites porites","branching","HC",15.812
"PSS","Cheeca Rocks",1.71,9,19.40298507,3,0,0.398,1.107,"shallow",2022,"Pseudodiploria","Pseudodiploria strigosa","massive","HC",6.36
"SD","Cheeca Rocks",1.75,8.7,14.92537313,5,0.011,0.415,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.64,9.3,34.32835821,2,0.021,0.356,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.64,9.3,56.71641791,2,0.021,0.356,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.69,9,32.8358209,4,0.00045,0.366,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.41,10.3,29.85074627,1,0,0.33,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.69,9,10.44776119,4,0.00045,0.366,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.71,9,14.92537313,3,0,0.398,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.69,9,95.52238806,4,0.00045,0.366,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.69,9,8.955223881,4,0.00045,0.366,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.64,9.3,50.74626866,2,0.021,0.356,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SD","Cheeca Rocks",1.71,9,29.85074627,3,0,0.398,1.107,"shallow",2022,"Sand","Sand",NA,"S",0
"SIR","Cheeca Rocks",1.69,9,2.985074627,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea radians","encrusting","HC",7.271
"SIR","Cheeca Rocks",1.68,9.1,7.462686567,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea radians","encrusting","HC",7.271
"SIR","Cheeca Rocks",1.41,10.3,1.492537313,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea radians","encrusting","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,5.970149254,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,7.462686567,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,7.462686567,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,22.3880597,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,7.462686567,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,14.92537313,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,23.88059701,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,46.26865672,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.71,9,23.88059701,3,0,0.398,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,19.40298507,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,22.3880597,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,11.94029851,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,44.7761194,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,7.462686567,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,26.86567164,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,26.86567164,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,16.41791045,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.71,9,2.985074627,3,0,0.398,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,35.82089552,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,10.44776119,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.41,10.3,7.462686567,1,0,0.33,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,7.462686567,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,20.89552239,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.71,9,13.43283582,3,0,0.398,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.75,8.7,8.955223881,5,0.011,0.415,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,4.47761194,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,28.35820896,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,7.462686567,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,17.91044776,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,10.44776119,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,7.462686567,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.75,8.7,7.462686567,5,0.011,0.415,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,17.91044776,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,19.40298507,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.64,9.3,22.3880597,2,0.021,0.356,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,83.58208955,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.69,9,10.44776119,4,0.00045,0.366,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SIS","Cheeca Rocks",1.68,9.1,4.47761194,6,0,0.404,1.107,"shallow",2022,"Siderastrea","Siderastrea siderea","massive","HC",7.271
"SOC","Cheeca Rocks",1.64,9.3,1.492537313,2,0.021,0.356,1.107,"shallow",2022,"Soft","Soft coral",NA,"OCT",0
"SP","Cheeca Rocks",1.41,10.3,8.955223881,1,0,0.33,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.64,9.3,2.985074627,2,0.021,0.356,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.69,9,11.94029851,4,0.00045,0.366,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.69,9,25.37313433,4,0.00045,0.366,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.71,9,16.41791045,3,0,0.398,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.68,9.1,8.955223881,6,0,0.404,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.71,9,32.8358209,3,0,0.398,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"SP","Cheeca Rocks",1.71,9,20.89552239,3,0,0.398,1.107,"shallow",2022,"Sponge","Sponge",NA,"OTH",0
"STI","Cheeca Rocks",1.64,9.3,4.47761194,2,0.021,0.356,1.107,"shallow",2022,"Stephanocoenia","Stephanocoenia intersepta","submassive","HC",7.83
"STI","Cheeca Rocks",1.64,9.3,13.43283582,2,0.021,0.356,1.107,"shallow",2022,"Stephanocoenia","Stephanocoenia intersepta","submassive","HC",7.83
"TF","Cheeca Rocks",1.41,10.3,62.68656716,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,22.3880597,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,46.26865672,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,74.62686567,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,76.11940299,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,71.64179104,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,32.8358209,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,65.67164179,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,73.13432836,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,43.28358209,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,7.462686567,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,13.43283582,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,86.56716418,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,70.14925373,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,59.70149254,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,70.14925373,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,83.58208955,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,74.62686567,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,31.34328358,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,62.68656716,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,14.92537313,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,35.82089552,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,77.6119403,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,89.55223881,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,73.13432836,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,19.40298507,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,34.32835821,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,31.34328358,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,64.17910448,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,49.25373134,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,61.19402985,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,76.11940299,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,83.58208955,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,7.462686567,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,55.2238806,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,61.19402985,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,16.41791045,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,46.26865672,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,41.79104478,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,79.10447761,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,38.80597015,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,100,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,85.07462687,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,20.89552239,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,76.11940299,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,4.47761194,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,31.34328358,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,52.23880597,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,46.26865672,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,55.2238806,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,67.1641791,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,94.02985075,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,55.2238806,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,82.08955224,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,70.14925373,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,49.25373134,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,77.6119403,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,73.13432836,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,41.79104478,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,25.37313433,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,89.55223881,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,22.3880597,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,100,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,58.20895522,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,70.14925373,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,82.08955224,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,70.14925373,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,52.23880597,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,37.31343284,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,34.32835821,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.71,9,70.14925373,3,0,0.398,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,41.79104478,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,26.86567164,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,4.47761194,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.41,10.3,29.85074627,1,0,0.33,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,100,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,71.64179104,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.64,9.3,32.8358209,2,0.021,0.356,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.75,8.7,5,5,0.011,0.415,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.69,9,38.80597015,4,0.00045,0.366,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
"TF","Cheeca Rocks",1.68,9.1,58.20895522,6,0,0.404,1.107,"shallow",2022,"Turf","Turf algae",NA,"TF",0
